Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19
0.639841745,0.846277139,0.904533063,0.933402823,0.950154585,0.96046156,0.967972144,0.973878205,0.979297028,0.983345801,0.986639492,0.989681397,0.992367578,0.994790441,0.996929079,0.998759739,0.99976488,0.999969807,1
