Station Name,Latitude,Longitude
A07621,47.34186156,-121.4633013
A07622,47.34168334,-121.450068
A07623,47.34150359,-121.4368348
A07624,47.34132231,-121.4236017
A07625,47.3411395,-121.4103688
A07626,47.34095517,-121.397136
A07627,47.34076931,-121.3839033
A07628,47.34058192,-121.3706708
A07629,47.34039301,-121.3574384
A07630,47.34020257,-121.3442061
A07631,47.3400106,-121.330974
A07632,47.3398171,-121.317742
A07633,47.33962208,-121.3045101
A07634,47.33942553,-121.2912784
A07635,47.33922746,-121.2780468
A07636,47.33902785,-121.2648154
A07637,47.33882673,-121.2515841
A07638,47.33862407,-121.238353
A07639,47.33841989,-121.225122
A07640,47.33821418,-121.2118911
A07641,47.33800694,-121.1986604
A07642,47.33779818,-121.1854298
A07643,47.33758789,-121.1721994
A07644,47.33737607,-121.1589692
A07645,47.36096808,-123.2108274
A07646,47.36099167,-123.1975845
A07647,47.36101373,-123.1843417
A07648,47.36103426,-123.1710988
A07649,47.36105326,-123.1578559
A07650,47.36107074,-123.144613
A07651,47.36108668,-123.1313701
A07652,47.36110109,-123.1181272
A07653,47.36111397,-123.1048842
A07654,47.36112533,-123.0916413
A07655,47.36113515,-123.0783983
A07656,47.36114344,-123.0651554
A07657,47.3611502,-123.0519124
A07658,47.36115543,-123.0386695
A07659,47.36115914,-123.0254265
A07660,47.36116131,-123.0121835
A07661,47.36116195,-122.9989406
A07662,47.36116107,-122.9856976
A07663,47.36115865,-122.9724546
A07664,47.3611547,-122.9592117
A07665,47.36114922,-122.9459687
A07666,47.36114222,-122.9327257
A07667,47.36113368,-122.9194828
A07668,47.36112361,-122.9062398
A07669,47.36111201,-122.8929969
A07670,47.36109889,-122.879754
A07671,47.36108423,-122.866511
A07672,47.36106804,-122.8532681
A07673,47.36105033,-122.8400252
A07674,47.36103108,-122.8267823
A07675,47.3610103,-122.8135395
A07676,47.360988,-122.8002966
A07677,47.36096416,-122.7870538
A07678,47.36093879,-122.773811
A07679,47.3609119,-122.7605682
A07680,47.36088347,-122.7473254
A07681,47.36085351,-122.7340826
A07682,47.36082203,-122.7208399
A07683,47.36078901,-122.7075972
A07684,47.36075446,-122.6943545
A07685,47.36071839,-122.6811118
A07686,47.36068078,-122.6678692
A07687,47.36064165,-122.6546265
A07688,47.36060098,-122.641384
A07689,47.36055879,-122.6281414
A07690,47.36051506,-122.6148989
A07691,47.36046981,-122.6016564
A07692,47.36042302,-122.5884139
A07693,47.36037471,-122.5751715
A07694,47.36032486,-122.5619291
A07695,47.36027349,-122.5486868
A07696,47.36022058,-122.5354444
A07697,47.36016615,-122.5222022
A07698,47.36011019,-122.5089599
A07699,47.36005269,-122.4957177
A07700,47.35999367,-122.4824756
A07701,47.35993312,-122.4692334
A07702,47.35987103,-122.4559914
A07703,47.35980742,-122.4427493
A07704,47.35974228,-122.4295074
A07705,47.35967561,-122.4162654
A07706,47.35960741,-122.4030235
A07707,47.35953768,-122.3897817
A07708,47.35946642,-122.3765399
A07709,47.35939363,-122.3632982
A07710,47.35931931,-122.3500565
A07711,47.35924346,-122.3368149
A07712,47.35916608,-122.3235733
A07713,47.35908717,-122.3103318
A07714,47.35900673,-122.2970903
A07715,47.35892476,-122.2838489
A07716,47.35884127,-122.2706075
A07717,47.35875624,-122.2573663
A07718,47.35866968,-122.244125
A07719,47.3585816,-122.2308839
A07720,47.35849198,-122.2176428
A07721,47.35840084,-122.2044017
A07722,47.35830817,-122.1911608
A07723,47.35821396,-122.1779199
A07724,47.35811823,-122.164679
A07725,47.35802097,-122.1514383
A07726,47.35792218,-122.1381976
A07727,47.35782186,-122.1249569
A07728,47.35772001,-122.1117164
A07729,47.35761663,-122.0984759
A07730,47.35751172,-122.0852355
A07731,47.35740528,-122.0719952
A07732,47.35729732,-122.0587549
A07733,47.35718782,-122.0455147
A07734,47.3570768,-122.0322746
A07735,47.35696424,-122.0190346
A07736,47.35685016,-122.0057947
A07737,47.35673455,-121.9925548
A07738,47.35661741,-121.979315
A07739,47.35649874,-121.9660754
A07740,47.35637854,-121.9528357
A07741,47.35625681,-121.9395962
A07742,47.35613355,-121.9263568
A07743,47.35600877,-121.9131175
A07744,47.35588245,-121.8998782
A07745,47.35575461,-121.886639
A07746,47.35562523,-121.8734
A07747,47.35549433,-121.860161
A07748,47.3553619,-121.8469221
A07749,47.35522794,-121.8336833
A07750,47.35509246,-121.8204446
A07751,47.35495544,-121.807206
A07752,47.35481689,-121.7939675
A07753,47.35467682,-121.7807291
A07754,47.35453522,-121.7674908
A07755,47.35439209,-121.7542526
A07756,47.35424743,-121.7410145
A07757,47.35410124,-121.7277765
A07758,47.35395352,-121.7145387
A07759,47.35380428,-121.7013009
A07760,47.35365351,-121.6880632
A07761,47.3535012,-121.6748256
A07762,47.35334737,-121.6615882
A07763,47.35319201,-121.6483508
A07764,47.35303513,-121.6351136
A07765,47.35287671,-121.6218765
A07766,47.35271677,-121.6086395
A07767,47.3525553,-121.5954026
A07768,47.3523923,-121.5821658
A07769,47.35222777,-121.5689291
A07770,47.35206171,-121.5556926
A07771,47.35189413,-121.5424562
A07772,47.35172502,-121.5292199
A07773,47.35155438,-121.5159837
A07774,47.35138221,-121.5027476
A07775,47.35120851,-121.4895117
A07776,47.35103329,-121.4762758
A07777,47.35085654,-121.4630402
A07778,47.35067826,-121.4498046
A07779,47.35049845,-121.4365692
A07780,47.35031712,-121.4233338
A07781,47.35013425,-121.4100987
A07782,47.34994986,-121.3968636
A07783,47.34976394,-121.3836287
A07784,47.3495765,-121.3703939
A07785,47.34938753,-121.3571593
A07786,47.34919702,-121.3439248
A07787,47.349005,-121.3306904
A07788,47.34881144,-121.3174561
A07789,47.34861636,-121.304222
A07790,47.34841975,-121.2909881
A07791,47.34822161,-121.2777543
A07792,47.34802194,-121.2645206
A07793,47.34782075,-121.251287
A07794,47.34761803,-121.2380537
A07795,47.34741379,-121.2248204
A07796,47.34720801,-121.2115873
A07797,47.34700071,-121.1983543
A07798,47.34679188,-121.1851215
A07799,47.34658153,-121.1718889
A07800,47.34636965,-121.1586564
A07801,47.3699662,-123.2108632
A07802,47.3699898,-123.1976181
A07803,47.37001187,-123.184373
A07804,47.37003241,-123.1711279
A07805,47.37005142,-123.1578828
A07806,47.37006889,-123.1446376
A07807,47.37008484,-123.1313924
A07808,47.37009926,-123.1181473
A07809,47.37011214,-123.1049021
A07810,47.3701235,-123.0916569
A07811,47.37013333,-123.0784117
A07812,47.37014162,-123.0651665
A07813,47.37014839,-123.0519213
A07814,47.37015362,-123.038676
A07815,47.37015732,-123.0254308
A07816,47.3701595,-123.0121856
A07817,47.37016014,-122.9989404
A07818,47.37015925,-122.9856952
A07819,47.37015683,-122.9724499
A07820,47.37015289,-122.9592047
A07821,47.37014741,-122.9459595
A07822,47.3701404,-122.9327143
A07823,47.37013186,-122.9194691
A07824,47.37012179,-122.9062239
A07825,47.37011019,-122.8929787
A07826,47.37009705,-122.8797335
A07827,47.37008239,-122.8664883
A07828,47.3700662,-122.8532432
A07829,47.37004848,-122.839998
A07830,47.37002923,-122.8267529
A07831,47.37000844,-122.8135078
A07832,47.36998613,-122.8002627
A07833,47.36996228,-122.7870176
A07834,47.36993691,-122.7737725
A07835,47.36991,-122.7605274
A07836,47.36988157,-122.7472824
A07837,47.3698516,-122.7340374
A07838,47.36982011,-122.7207924
A07839,47.36978708,-122.7075474
A07840,47.36975252,-122.6943025
A07841,47.36971644,-122.6810576
A07842,47.36967882,-122.6678127
A07843,47.36963967,-122.6545678
A07844,47.36959899,-122.641323
A07845,47.36955678,-122.6280782
A07846,47.36951305,-122.6148334
A07847,47.36946778,-122.6015886
A07848,47.36942098,-122.5883439
A07849,47.36937265,-122.5750993
A07850,47.36932279,-122.5618546
A07851,47.3692714,-122.54861
A07852,47.36921848,-122.5353654
A07853,47.36916402,-122.5221209
A07854,47.36910804,-122.5088764
A07855,47.36905053,-122.495632
A07856,47.36899149,-122.4823875
A07857,47.36893092,-122.4691432
A07858,47.36886882,-122.4558988
A07859,47.36880518,-122.4426546
A07860,47.36874002,-122.4294103
A07861,47.36867333,-122.4161661
A07862,47.36860511,-122.402922
A07863,47.36853535,-122.3896779
A07864,47.36846407,-122.3764339
A07865,47.36839126,-122.3631899
A07866,47.36831692,-122.349946
A07867,47.36824104,-122.3367021
A07868,47.36816364,-122.3234582
A07869,47.36808471,-122.3102145
A07870,47.36800424,-122.2969708
A07871,47.36792225,-122.2837271
A07872,47.36783873,-122.2704835
A07873,47.36775367,-122.25724
A07874,47.36766709,-122.2439965
A07875,47.36757898,-122.2307531
A07876,47.36748933,-122.2175097
A07877,47.36739816,-122.2042664
A07878,47.36730546,-122.1910232
A07879,47.36721123,-122.1777801
A07880,47.36711546,-122.164537
A07881,47.36701817,-122.151294
A07882,47.36691935,-122.138051
A07883,47.366819,-122.1248081
A07884,47.36671712,-122.1115653
A07885,47.36661371,-122.0983226
A07886,47.36650876,-122.0850799
A07887,47.36640229,-122.0718374
A07888,47.36629429,-122.0585949
A07889,47.36618476,-122.0453524
A07890,47.3660737,-122.0321101
A07891,47.36596111,-122.0188678
A07892,47.365847,-122.0056256
A07893,47.36573135,-121.9923835
A07894,47.36561417,-121.9791415
A07895,47.36549546,-121.9658995
A07896,47.36537523,-121.9526577
A07897,47.36525346,-121.9394159
A07898,47.36513016,-121.9261742
A07899,47.36500534,-121.9129327
A07900,47.36487898,-121.8996911
A07901,47.3647511,-121.8864497
A07902,47.36462169,-121.8732084
A07903,47.36449075,-121.8599672
A07904,47.36435827,-121.8467261
A07905,47.36422427,-121.833485
A07906,47.36408874,-121.8202441
A07907,47.36395168,-121.8070032
A07908,47.36381309,-121.7937625
A07909,47.36367298,-121.7805218
A07910,47.36353133,-121.7672813
A07911,47.36338815,-121.7540408
A07912,47.36324345,-121.7408005
A07913,47.36309722,-121.7275602
A07914,47.36294945,-121.7143201
A07915,47.36280016,-121.7010801
A07916,47.36264934,-121.6878402
A07917,47.36249699,-121.6746003
A07918,47.36234311,-121.6613606
A07919,47.36218771,-121.648121
A07920,47.36203077,-121.6348816
A07921,47.36187231,-121.6216422
A07922,47.36171231,-121.6084029
A07923,47.36155079,-121.5951638
A07924,47.36138774,-121.5819248
A07925,47.36122316,-121.5686858
A07926,47.36105705,-121.5554471
A07927,47.36088942,-121.5422084
A07928,47.36072025,-121.5289698
A07929,47.36054956,-121.5157314
A07930,47.36037733,-121.5024931
A07931,47.36020358,-121.4892549
A07932,47.36002831,-121.4760168
A07933,47.3598515,-121.4627789
A07934,47.35967316,-121.4495411
A07935,47.3594933,-121.4363034
A07936,47.35931191,-121.4230658
A07937,47.35912899,-121.4098284
A07938,47.35894454,-121.3965911
A07939,47.35875856,-121.383354
A07940,47.35857106,-121.3701169
A07941,47.35838203,-121.35688
A07942,47.35819147,-121.3436433
A07943,47.35799938,-121.3304066
A07944,47.35780576,-121.3171702
A07945,47.35761062,-121.3039338
A07946,47.35741394,-121.2906976
A07947,47.35721574,-121.2774615
A07948,47.35701602,-121.2642256
A07949,47.35681476,-121.2509898
A07950,47.35661198,-121.2377542
A07951,47.35640767,-121.2245187
A07952,47.35620183,-121.2112833
A07953,47.35599446,-121.1980481
A07954,47.35578557,-121.1848131
A07955,47.35557515,-121.1715782
A07956,47.3553632,-121.1583434
A07957,47.37896431,-123.2108991
A07958,47.37898792,-123.1976517
A07959,47.37901,-123.1844044
A07960,47.37903054,-123.171157
A07961,47.37904956,-123.1579096
A07962,47.37906704,-123.1446622
A07963,47.37908299,-123.1314148
A07964,47.37909741,-123.1181674
A07965,47.3791103,-123.1049199
A07966,47.37912166,-123.0916725
A07967,47.37913149,-123.078425
A07968,47.37913979,-123.0651776
A07969,47.37914655,-123.0519301
A07970,47.37915179,-123.0386826
A07971,47.3791555,-123.0254352
A07972,47.37915767,-123.0121877
A07973,47.37915831,-122.9989402
A07974,47.37915742,-122.9856927
A07975,47.37915501,-122.9724453
A07976,47.37915106,-122.9591978
A07977,47.37914557,-122.9459503
A07978,47.37913856,-122.9327028
A07979,47.37913002,-122.9194554
A07980,47.37911995,-122.9062079
A07981,47.37910834,-122.8929605
A07982,47.37909521,-122.8797131
A07983,47.37908054,-122.8664656
A07984,47.37906434,-122.8532182
A07985,47.37904662,-122.8399708
A07986,47.37902736,-122.8267234
A07987,47.37900657,-122.813476
A07988,47.37898425,-122.8002287
A07989,47.37896039,-122.7869813
A07990,47.37893501,-122.773734
A07991,47.3789081,-122.7604867
A07992,47.37887965,-122.7472394
A07993,47.37884968,-122.7339921
A07994,47.37881817,-122.7207449
A07995,47.37878514,-122.7074977
A07996,47.37875057,-122.6942505
A07997,47.37871447,-122.6810033
A07998,47.37867684,-122.6677562
A07999,47.37863768,-122.654509
A08000,47.37859699,-122.641262
A08001,47.37855477,-122.6280149
A08002,47.37851102,-122.6147679
A08003,47.37846573,-122.6015209
A08004,47.37841892,-122.5882739
A08005,47.37837057,-122.575027
A08006,47.3783207,-122.5617801
A08007,47.37826929,-122.5485332
A08008,47.37821635,-122.5352864
A08009,47.37816189,-122.5220396
A08010,47.37810589,-122.5087929
A08011,47.37804836,-122.4955461
A08012,47.3779893,-122.4822995
A08013,47.37792871,-122.4690529
A08014,47.37786658,-122.4558063
A08015,47.37780293,-122.4425598
A08016,47.37773775,-122.4293133
A08017,47.37767104,-122.4160668
A08018,47.37760279,-122.4028204
A08019,47.37753302,-122.3895741
A08020,47.37746171,-122.3763278
A08021,47.37738888,-122.3630816
A08022,47.37731451,-122.3498354
A08023,47.37723861,-122.3365892
A08024,47.37716119,-122.3233432
A08025,47.37708223,-122.3100971
A08026,47.37700174,-122.2968512
A08027,47.37691972,-122.2836053
A08028,47.37683617,-122.2703594
A08029,47.37675109,-122.2571136
A08030,47.37666448,-122.2438679
A08031,47.37657634,-122.2306222
A08032,47.37648667,-122.2173766
A08033,47.37639547,-122.2041311
A08034,47.37630274,-122.1908856
A08035,47.37620848,-122.1776402
A08036,47.37611268,-122.1643949
A08037,47.37601536,-122.1511496
A08038,47.37591651,-122.1379044
A08039,47.37581612,-122.1246593
A08040,47.37571421,-122.1114142
A08041,47.37561077,-122.0981692
A08042,47.37550579,-122.0849243
A08043,47.37539929,-122.0716795
A08044,47.37529126,-122.0584347
A08045,47.37518169,-122.04519
A08046,47.3750706,-122.0319454
A08047,47.37495797,-122.0187009
A08048,47.37484382,-122.0054565
A08049,47.37472813,-121.9922121
A08050,47.37461092,-121.9789679
A08051,47.37449217,-121.9657237
A08052,47.3743719,-121.9524796
A08053,47.3742501,-121.9392355
A08054,47.37412676,-121.9259916
A08055,47.3740019,-121.9127478
A08056,47.3738755,-121.899504
A08057,47.37374758,-121.8862603
A08058,47.37361813,-121.8730168
A08059,47.37348714,-121.8597733
A08060,47.37335463,-121.8465299
A08061,47.37322059,-121.8332866
A08062,47.37308501,-121.8200434
A08063,47.37294791,-121.8068003
A08064,47.37280928,-121.7935573
A08065,47.37266912,-121.7803144
A08066,47.37252743,-121.7670716
A08067,47.37238421,-121.7538289
A08068,47.37223946,-121.7405863
A08069,47.37209318,-121.7273438
A08070,47.37194537,-121.7141015
A08071,47.37179603,-121.7008592
A08072,47.37164516,-121.687617
A08073,47.37149277,-121.6743749
A08074,47.37133884,-121.661133
A08075,47.37118338,-121.6478911
A08076,47.3710264,-121.6346494
A08077,47.37086788,-121.6214078
A08078,47.37070784,-121.6081663
A08079,47.37054627,-121.5949249
A08080,47.37038317,-121.5816836
A08081,47.37021853,-121.5684424
A08082,47.37005237,-121.5552014
A08083,47.36988469,-121.5419605
A08084,47.36971547,-121.5287197
A08085,47.36954472,-121.515479
A08086,47.36937244,-121.5022384
A08087,47.36919864,-121.488998
A08088,47.36902331,-121.4757577
A08089,47.36884644,-121.4625175
A08090,47.36866805,-121.4492774
A08091,47.36848813,-121.4360375
A08092,47.36830668,-121.4227977
A08093,47.36812371,-121.409558
A08094,47.3679392,-121.3963185
A08095,47.36775317,-121.3830791
A08096,47.3675656,-121.3698398
A08097,47.36737651,-121.3566006
A08098,47.36718589,-121.3433616
A08099,47.36699374,-121.3301228
A08100,47.36680007,-121.316884
A08101,47.36660486,-121.3036454
A08102,47.36640813,-121.290407
A08103,47.36620987,-121.2771687
A08104,47.36601008,-121.2639305
A08105,47.36580876,-121.2506925
A08106,47.36560591,-121.2374546
A08107,47.36540154,-121.2242168
A08108,47.36519563,-121.2109792
A08109,47.3649882,-121.1977418
A08110,47.36477924,-121.1845045
A08111,47.36456876,-121.1712673
A08112,47.36435674,-121.1580303
A08113,47.38796241,-123.210935
A08114,47.38798603,-123.1976854
A08115,47.38800811,-123.1844358
A08116,47.38802866,-123.1711861
A08117,47.38804768,-123.1579365
A08118,47.38806517,-123.1446868
A08119,47.38808113,-123.1314372
A08120,47.38809555,-123.1181875
A08121,47.38810845,-123.1049378
A08122,47.38811981,-123.0916881
A08123,47.38812964,-123.0784384
A08124,47.38813794,-123.0651887
A08125,47.38814471,-123.0519389
A08126,47.38814995,-123.0386892
A08127,47.38815365,-123.0254395
A08128,47.38815583,-123.0121898
A08129,47.38815647,-122.99894
A08130,47.38815558,-122.9856903
A08131,47.38815316,-122.9724406
A08132,47.38814921,-122.9591908
A08133,47.38814373,-122.9459411
A08134,47.38813672,-122.9326914
A08135,47.38812817,-122.9194417
A08136,47.38811809,-122.906192
A08137,47.38810649,-122.8929423
A08138,47.38809335,-122.8796926
A08139,47.38807868,-122.8664429
A08140,47.38806247,-122.8531932
A08141,47.38804474,-122.8399436
A08142,47.38802547,-122.8266939
A08143,47.38800468,-122.8134443
A08144,47.38798235,-122.8001947
A08145,47.38795849,-122.7869451
A08146,47.3879331,-122.7736955
A08147,47.38790618,-122.7604459
A08148,47.38787773,-122.7471964
A08149,47.38784774,-122.7339469
A08150,47.38781623,-122.7206974
A08151,47.38778318,-122.7074479
A08152,47.3877486,-122.6941985
A08153,47.38771249,-122.680949
A08154,47.38767485,-122.6676996
A08155,47.38763568,-122.6544503
A08156,47.38759497,-122.6412009
A08157,47.38755274,-122.6279516
A08158,47.38750897,-122.6147023
A08159,47.38746367,-122.6014531
A08160,47.38741684,-122.5882038
A08161,47.38736848,-122.5749546
A08162,47.38731859,-122.5617055
A08163,47.38726717,-122.5484564
A08164,47.38721422,-122.5352073
A08165,47.38715973,-122.5219583
A08166,47.38710372,-122.5087093
A08167,47.38704617,-122.4954603
A08168,47.38698709,-122.4822114
A08169,47.38692648,-122.4689625
A08170,47.38686434,-122.4557137
A08171,47.38680067,-122.4424649
A08172,47.38673546,-122.4292162
A08173,47.38666873,-122.4159675
A08174,47.38660046,-122.4027188
A08175,47.38653067,-122.3894702
A08176,47.38645934,-122.3762217
A08177,47.38638648,-122.3629732
A08178,47.38631209,-122.3497247
A08179,47.38623617,-122.3364764
A08180,47.38615872,-122.323228
A08181,47.38607974,-122.3099797
A08182,47.38599922,-122.2967315
A08183,47.38591718,-122.2834834
A08184,47.3858336,-122.2702353
A08185,47.3857485,-122.2569872
A08186,47.38566186,-122.2437392
A08187,47.38557369,-122.2304913
A08188,47.38548399,-122.2172435
A08189,47.38539276,-122.2039957
A08190,47.3853,-122.1907479
A08191,47.38520571,-122.1775003
A08192,47.38510989,-122.1642527
A08193,47.38501254,-122.1510052
A08194,47.38491365,-122.1377577
A08195,47.38481324,-122.1245103
A08196,47.38471129,-122.111263
A08197,47.38460782,-122.0980158
A08198,47.38450281,-122.0847686
A08199,47.38439627,-122.0715215
A08200,47.3842882,-122.0582745
A08201,47.3841786,-122.0450276
A08202,47.38406748,-122.0317807
A08203,47.38395482,-122.018534
A08204,47.38384063,-122.0052873
A08205,47.38372491,-121.9920407
A08206,47.38360765,-121.9787941
A08207,47.38348887,-121.9655477
A08208,47.38336856,-121.9523013
A08209,47.38324672,-121.9390551
A08210,47.38312334,-121.9258089
A08211,47.38299844,-121.9125628
A08212,47.38287201,-121.8993168
A08213,47.38274404,-121.8860709
A08214,47.38261455,-121.872825
A08215,47.38248353,-121.8595793
A08216,47.38235097,-121.8463337
A08217,47.38221689,-121.8330881
A08218,47.38208127,-121.8198427
A08219,47.38194413,-121.8065973
A08220,47.38180545,-121.7933521
A08221,47.38166525,-121.7801069
A08222,47.38152351,-121.7668619
A08223,47.38138024,-121.7536169
A08224,47.38123545,-121.7403721
A08225,47.38108912,-121.7271273
A08226,47.38094127,-121.7138827
A08227,47.38079188,-121.7006382
A08228,47.38064097,-121.6873937
A08229,47.38048852,-121.6741494
A08230,47.38033455,-121.6609052
A08231,47.38017904,-121.6476611
A08232,47.38002201,-121.6344171
A08233,47.37986345,-121.6211733
A08234,47.37970335,-121.6079295
A08235,47.37954173,-121.5946859
A08236,47.37937858,-121.5814423
A08237,47.37921389,-121.5681989
A08238,47.37904768,-121.5549556
A08239,47.37887994,-121.5417125
A08240,47.37871067,-121.5284694
A08241,47.37853987,-121.5152265
A08242,47.37836754,-121.5019837
A08243,47.37819368,-121.488741
A08244,47.37801829,-121.4754984
A08245,47.37784137,-121.462256
A08246,47.37766293,-121.4490137
A08247,47.37748295,-121.4357715
A08248,47.37730145,-121.4225294
A08249,47.37711841,-121.4092875
A08250,47.37693385,-121.3960457
A08251,47.37674775,-121.382804
A08252,47.37656013,-121.3695625
A08253,47.37637098,-121.3563211
A08254,47.3761803,-121.3430799
A08255,47.37598809,-121.3298387
A08256,47.37579436,-121.3165978
A08257,47.37559909,-121.3033569
A08258,47.37540229,-121.2901162
A08259,47.37520397,-121.2768756
A08260,47.37500412,-121.2636352
A08261,47.37480274,-121.2503949
A08262,47.37459983,-121.2371548
A08263,47.37439539,-121.2239148
A08264,47.37418942,-121.210675
A08265,47.37398193,-121.1974353
A08266,47.3737729,-121.1841957
A08267,47.37356235,-121.1709563
A08268,47.37335027,-121.1577171
A08269,47.3969605,-123.2109709
A08270,47.39698412,-123.197719
A08271,47.39700621,-123.1844672
A08272,47.39702676,-123.1712153
A08273,47.39704579,-123.1579634
A08274,47.39706328,-123.1447115
A08275,47.39707925,-123.1314595
A08276,47.39709368,-123.1182076
A08277,47.39710658,-123.1049556
A08278,47.39711794,-123.0917037
A08279,47.39712778,-123.0784517
A08280,47.39713608,-123.0651998
A08281,47.39714285,-123.0519478
A08282,47.39714809,-123.0386958
A08283,47.3971518,-123.0254438
A08284,47.39715397,-123.0121918
A08285,47.39715461,-122.9989398
A08286,47.39715373,-122.9856879
A08287,47.39715131,-122.9724359
A08288,47.39714735,-122.9591839
A08289,47.39714187,-122.9459319
A08290,47.39713485,-122.9326799
A08291,47.39712631,-122.919428
A08292,47.39711623,-122.906176
A08293,47.39710461,-122.892924
A08294,47.39709147,-122.8796721
A08295,47.3970768,-122.8664202
A08296,47.39706059,-122.8531682
A08297,47.39704285,-122.8399163
A08298,47.39702358,-122.8266644
A08299,47.39700277,-122.8134125
A08300,47.39698044,-122.8001607
A08301,47.39695657,-122.7869088
A08302,47.39693118,-122.773657
A08303,47.39690425,-122.7604052
A08304,47.39687578,-122.7471534
A08305,47.39684579,-122.7339016
A08306,47.39681426,-122.7206498
A08307,47.39678121,-122.7073981
A08308,47.39674662,-122.6941464
A08309,47.3967105,-122.6808947
A08310,47.39667284,-122.6676431
A08311,47.39663366,-122.6543914
A08312,47.39659294,-122.6411398
A08313,47.39655069,-122.6278883
A08314,47.39650691,-122.6146367
A08315,47.3964616,-122.6013852
A08316,47.39641476,-122.5881337
A08317,47.39636638,-122.5748823
A08318,47.39631648,-122.5616309
A08319,47.39626504,-122.5483795
A08320,47.39621207,-122.5351282
A08321,47.39615756,-122.5218769
A08322,47.39610153,-122.5086256
A08323,47.39604396,-122.4953744
A08324,47.39598487,-122.4821232
A08325,47.39592424,-122.4688721
A08326,47.39586208,-122.455621
A08327,47.39579839,-122.44237
A08328,47.39573316,-122.429119
A08329,47.39566641,-122.415868
A08330,47.39559812,-122.4026171
A08331,47.3955283,-122.3893663
A08332,47.39545695,-122.3761155
A08333,47.39538407,-122.3628647
A08334,47.39530966,-122.3496141
A08335,47.39523371,-122.3363634
A08336,47.39515624,-122.3231128
A08337,47.39507723,-122.3098623
A08338,47.39499669,-122.2966118
A08339,47.39491462,-122.2833614
A08340,47.39483102,-122.270111
A08341,47.39474589,-122.2568607
A08342,47.39465922,-122.2436105
A08343,47.39457103,-122.2303603
A08344,47.3944813,-122.2171102
A08345,47.39439004,-122.2038602
A08346,47.39429725,-122.1906102
A08347,47.39420293,-122.1773603
A08348,47.39410708,-122.1641104
A08349,47.39400969,-122.1508607
A08350,47.39391078,-122.1376109
A08351,47.39381033,-122.1243613
A08352,47.39370836,-122.1111117
A08353,47.39360485,-122.0978623
A08354,47.39349981,-122.0846128
A08355,47.39339324,-122.0713635
A08356,47.39328514,-122.0581142
A08357,47.3931755,-122.0448651
A08358,47.39306434,-122.0316159
A08359,47.39295164,-122.0183669
A08360,47.39283742,-122.005118
A08361,47.39272166,-121.9918691
A08362,47.39260437,-121.9786203
A08363,47.39248556,-121.9653716
A08364,47.39236521,-121.952123
A08365,47.39224332,-121.9388745
A08366,47.39211991,-121.9256261
A08367,47.39199497,-121.9123777
A08368,47.3918685,-121.8991294
A08369,47.39174049,-121.8858813
A08370,47.39161096,-121.8726332
A08371,47.39147989,-121.8593852
A08372,47.3913473,-121.8461373
A08373,47.39121317,-121.8328895
A08374,47.39107751,-121.8196418
A08375,47.39094033,-121.8063942
A08376,47.39080161,-121.7931467
A08377,47.39066136,-121.7798993
A08378,47.39051958,-121.766652
A08379,47.39037627,-121.7534048
A08380,47.39023143,-121.7401577
A08381,47.39008506,-121.7269107
A08382,47.38993715,-121.7136638
A08383,47.38978772,-121.7004171
A08384,47.38963676,-121.6871704
A08385,47.38948427,-121.6739238
A08386,47.38933024,-121.6606773
A08387,47.38917469,-121.647431
A08388,47.38901761,-121.6341848
A08389,47.38885899,-121.6209386
A08390,47.38869885,-121.6076926
A08391,47.38853718,-121.5944467
A08392,47.38837397,-121.581201
A08393,47.38820924,-121.5679553
A08394,47.38804297,-121.5547097
A08395,47.38787518,-121.5414643
A08396,47.38770586,-121.528219
A08397,47.387535,-121.5149738
A08398,47.38736262,-121.5017288
A08399,47.38718871,-121.4884838
A08400,47.38701326,-121.475239
A08401,47.38683629,-121.4619943
A08402,47.38665779,-121.4487498
A08403,47.38647775,-121.4355053
A08404,47.38629619,-121.422261
A08405,47.3861131,-121.4090169
A08406,47.38592848,-121.3957728
A08407,47.38574233,-121.3825289
A08408,47.38555465,-121.3692851
A08409,47.38536544,-121.3560415
A08410,47.3851747,-121.342798
A08411,47.38498243,-121.3295546
A08412,47.38478863,-121.3163114
A08413,47.3845933,-121.3030683
A08414,47.38439645,-121.2898253
A08415,47.38419806,-121.2765825
A08416,47.38399814,-121.2633398
A08417,47.3837967,-121.2500973
A08418,47.38359373,-121.2368549
A08419,47.38338922,-121.2236127
A08420,47.38318319,-121.2103706
A08421,47.38297563,-121.1971286
A08422,47.38276654,-121.1838868
A08423,47.38255592,-121.1706452
A08424,47.38234378,-121.1574037
A08425,47.40595856,-123.2110068
A08426,47.40598219,-123.1977527
A08427,47.40600429,-123.1844986
A08428,47.40602485,-123.1712444
A08429,47.40604389,-123.1579903
A08430,47.40606139,-123.1447361
A08431,47.40607735,-123.1314819
A08432,47.40609179,-123.1182277
A08433,47.40610469,-123.1049735
A08434,47.40611606,-123.0917193
A08435,47.4061259,-123.0784651
A08436,47.4061342,-123.0652109
A08437,47.40614098,-123.0519566
A08438,47.40614622,-123.0387024
A08439,47.40614993,-123.0254481
A08440,47.4061521,-123.0121939
A08441,47.40615275,-122.9989397
A08442,47.40615186,-122.9856854
A08443,47.40614944,-122.9724312
A08444,47.40614548,-122.9591769
A08445,47.40614,-122.9459227
A08446,47.40613298,-122.9326685
A08447,47.40612443,-122.9194142
A08448,47.40611434,-122.90616
