,Longitude,Latitude,Vs30 (m/s),Depth (m),DepthToRock (m)
13940,28.9037,40.9995,353.6,0.0,206.5
13941,28.9082,41.0036,338.8,0.0,190.5
13942,28.9078,41.0224,311.9,0.0,73.0
13943,28.9038,40.9996,352.5,0.0,206.5
13944,28.9039,40.9996,353.3,0.0,206.5
13945,28.9039,40.9997,350.7,0.0,206.5
13946,28.9041,40.9997,351.7,0.0,206.5
13947,28.9043,40.9999,347.9,0.0,206.5
13948,28.9082,41.0035,339.1,0.0,190.0
13949,28.9045,40.9998,349.4,0.0,206.5
13950,28.9045,40.9997,350.6,0.0,206.0
13951,28.9106,41.0315,329.7,0.0,58.5
13952,28.9044,40.9997,351.1,0.0,206.0
13953,28.9043,40.9997,352.4,0.0,206.5
13954,28.9082,41.0034,338.9,0.0,190.0
13955,28.9041,40.9995,356.8,0.0,206.0
13956,28.9040,40.9994,358.6,0.0,206.0
13957,28.9082,41.0033,339.2,0.0,189.5
13958,28.9039,40.9993,359.5,0.0,206.0
13959,28.9082,41.0032,339.0,0.0,201.0
13960,28.9000,40.9921,306.5,0.0,207.0
13961,28.9084,41.0224,312.6,0.0,76.0
13962,28.9081,41.0031,339.9,0.0,201.0
13963,28.9083,41.0031,338.8,0.0,200.5
13964,28.9084,41.0031,338.2,0.0,200.5
13965,28.9086,41.0030,337.4,0.0,200.0
13966,28.9086,41.0030,337.4,0.0,200.5
13967,28.9087,41.0030,336.6,0.0,200.0
13968,28.9087,41.0031,336.9,0.0,200.0
13969,28.9087,41.0031,336.9,0.0,200.0
13970,28.9107,41.0316,330.2,0.0,58.5
13971,28.9087,41.0032,337.1,0.0,200.0
13972,28.9086,41.0033,337.7,0.0,189.0
13973,28.9086,41.0033,337.7,0.0,189.5
13974,28.9086,41.0034,337.7,0.0,189.5
13975,28.9086,41.0035,337.8,0.0,190.0
13976,28.9086,41.0036,337.8,0.0,190.0
13977,28.9086,41.0037,337.8,0.0,190.5
13978,28.9087,41.0038,337.5,0.0,190.5
13979,28.9089,41.0225,312.6,0.0,75.0
13980,28.9115,41.0034,332.4,0.0,186.0
13981,28.9107,41.0038,336.0,0.0,188.0
13982,28.9143,40.9983,306.9,0.0,199.0
13983,28.9108,41.0038,335.8,0.0,187.5
13984,28.9108,41.0037,335.6,0.0,187.5
13985,28.9108,41.0035,333.3,0.0,187.0
13986,28.9108,41.0035,333.3,0.0,187.0
13987,28.9116,41.0034,332.2,0.0,185.5
13988,28.9144,40.9982,305.8,0.0,199.0
13989,28.9107,41.0035,333.4,0.0,187.0
13990,28.9003,40.9907,301.1,0.0,215.0
13991,28.9154,40.9976,300.1,0.0,198.5
13992,28.9118,40.9965,310.7,0.0,202.5
13993,28.9004,40.9906,300.9,0.0,215.0
13994,28.9012,40.9857,317.6,0.0,220.0
13995,28.9025,40.9848,300.9,0.0,226.0
13996,28.9000,40.9878,311.1,0.0,218.5
13997,28.9035,40.9887,306.2,0.0,223.5
13998,28.9006,40.9906,301.1,0.0,215.0
13999,28.9008,40.9912,303.0,0.0,216.5
14000,28.9030,40.9884,307.9,0.0,222.5
14001,28.9038,40.9912,296.6,0.0,224.0
14002,28.9027,40.9883,309.7,0.0,222.5
14003,28.9018,40.9850,307.1,0.0,227.0
14004,28.9032,40.9890,308.7,0.0,224.5
14005,28.9039,40.9912,296.4,0.0,224.0
14006,28.9027,40.9887,309.8,0.0,224.0
14007,28.9036,40.9910,301.2,0.0,223.5
14008,28.8969,40.9971,291.0,0.0,166.5
14009,28.9004,40.9985,324.8,0.0,192.0
14010,28.9149,40.9968,290.6,0.0,200.5
14011,28.9110,41.0017,311.4,0.0,194.5
14012,28.8983,40.9904,299.0,0.0,206.0
14013,28.8998,40.9922,306.7,0.0,207.0
14014,28.8970,40.9971,291.7,0.0,167.0
14015,28.9001,40.9986,319.0,0.0,188.0
14016,28.9110,41.0012,311.8,0.0,194.0
14017,28.9109,41.0317,330.0,0.0,59.0
14018,28.9085,41.0038,338.0,0.0,190.5
14019,28.9088,41.0038,337.5,0.0,190.5
14020,28.9089,41.0038,337.5,0.0,190.0
14021,28.9092,41.0030,333.8,0.0,200.0
14022,28.9092,41.0031,334.0,0.0,200.0
14023,28.9092,41.0032,334.8,0.0,199.5
14024,28.9092,41.0033,335.0,0.0,188.5
14025,28.9094,41.0007,323.1,0.0,204.5
14026,28.9089,41.0225,312.6,0.0,75.0
14027,28.9116,41.0035,334.1,0.0,186.0
14028,28.9145,40.9983,307.6,0.0,199.0
14029,28.9106,41.0036,334.2,0.0,187.5
14030,28.9146,40.9983,308.1,0.0,199.5
14031,28.9117,41.0034,332.0,0.0,185.5
14032,28.9106,41.0037,335.3,0.0,187.5
14033,28.9154,41.0016,290.5,0.0,12.0
14034,28.9107,41.0038,336.0,0.0,188.0
14035,28.9117,41.0035,333.9,0.0,185.5
14036,28.9115,41.0035,333.8,0.0,186.0
14037,28.9114,41.0035,333.9,0.0,186.0
14038,28.9105,40.9993,329.3,0.0,202.5
14039,28.9106,40.9994,327.9,0.0,202.5
14040,28.9102,41.0005,320.4,0.0,203.5
14041,28.9106,40.9993,328.5,0.0,202.0
14042,28.9148,40.9985,311.4,0.0,200.0
14043,28.9102,41.0006,319.7,0.0,203.5
14044,28.9113,41.0035,333.6,0.0,186.5
14045,28.9138,41.0051,322.3,0.0,180.0
14046,28.9120,41.0050,327.1,0.0,185.5
14047,28.9138,41.0053,320.0,0.0,180.0
14048,28.9127,40.9982,306.7,0.0,203.0
14049,28.9139,41.0053,319.0,0.0,180.0
14050,28.9118,41.0050,327.8,0.0,186.0
14051,28.9126,40.9982,307.9,0.0,203.0
14052,28.9156,40.9982,309.7,0.0,199.5
14053,28.9124,40.9982,310.0,0.0,203.5
14054,28.9139,41.0054,318.0,0.0,180.0
14055,28.9117,41.0050,328.3,0.0,186.0
14056,28.9123,40.9982,311.3,0.0,203.5
14057,28.9137,41.0054,319.4,0.0,180.0
14058,28.9123,40.9981,310.6,0.0,203.5
14059,28.9116,41.0050,328.3,0.0,186.5
14060,28.9125,40.9981,308.4,0.0,203.0
14061,28.9127,40.9981,305.7,0.0,203.0
14062,28.9136,41.0053,321.0,0.0,180.5
14063,28.9115,41.0049,329.6,0.0,186.5
14064,28.9134,41.0053,322.3,0.0,180.5
14065,28.9124,40.9979,308.1,0.0,202.5
14066,28.9116,41.0051,327.8,0.0,186.5
14067,28.9136,41.0052,322.2,0.0,180.5
14068,28.9125,40.9979,306.5,0.0,202.0
14069,28.9134,41.0011,303.8,0.0,192.0
14070,28.9115,41.0052,327.8,0.0,186.5
14071,28.9126,40.9979,305.3,0.0,202.0
14072,28.9134,41.0011,303.8,0.0,192.0
14073,28.9130,41.0007,307.9,0.0,200.5
14074,28.9132,41.0008,306.2,0.0,201.0
14075,28.9139,41.0042,330.6,0.0,181.5
14076,28.9133,41.0008,306.2,0.0,201.0
14077,28.9137,41.0043,331.2,0.0,182.0
14078,28.9094,41.0007,323.1,0.0,204.5
14079,28.9133,41.0007,306.6,0.0,201.0
14080,28.9136,41.0043,332.0,0.0,182.5
14081,28.9088,41.0222,315.5,0.0,73.0
14082,28.9148,40.9986,312.4,0.0,200.0
14083,28.9106,41.0039,335.2,0.0,188.0
14084,28.9118,41.0034,332.4,0.0,185.5
14085,28.9120,41.0034,332.4,0.0,185.0
14086,28.9104,40.9992,330.0,0.0,202.5
14087,28.9119,41.0034,332.1,0.0,185.5
14088,28.9117,41.0036,335.7,0.0,186.0
14089,28.9105,40.9993,329.3,0.0,202.5
14090,28.9116,41.0036,335.4,0.0,186.0
14091,28.9148,40.9983,308.8,0.0,199.5
14092,28.9107,40.9994,327.7,0.0,202.0
14093,28.9157,41.0010,296.2,0.0,188.0
14094,28.9148,40.9982,307.2,0.0,199.5
14095,28.9110,41.0033,330.4,0.0,186.5
14096,28.9157,41.0009,297.7,0.0,195.0
14097,28.9098,41.0008,320.0,0.0,204.0
14098,28.9157,41.0008,299.3,0.0,195.0
14099,28.9110,41.0033,330.4,0.0,197.0
14100,28.9152,40.9982,308.5,0.0,199.5
14101,28.9099,41.0005,321.2,0.0,204.0
14102,28.9119,41.0054,323.7,0.0,186.0
14103,28.9160,41.0004,306.5,0.0,193.0
14104,28.9100,41.0004,321.6,0.0,204.0
14105,28.8996,40.9971,321.1,0.0,187.5
14106,28.9101,41.0002,322.7,0.0,203.5
14107,28.9111,40.9996,324.3,0.0,201.5
14108,28.9119,41.0054,323.7,0.0,185.5
14109,28.9156,40.9981,308.2,0.0,199.5
14110,28.9138,40.9982,304.4,0.0,204.0
14111,28.9159,40.9999,314.1,0.0,192.0
14112,28.9137,40.9983,305.1,0.0,204.0
14113,28.9138,40.9983,305.6,0.0,204.0
14114,28.9158,41.0001,310.6,0.0,193.0
14115,28.9126,41.0052,325.5,0.0,184.0
14116,28.9137,40.9985,307.3,0.0,204.5
14117,28.9160,41.0001,311.4,0.0,192.0
14118,28.9156,40.9984,312.6,0.0,199.5
14119,28.9144,41.0016,296.6,0.0,12.0
14120,28.9099,40.9990,329.2,0.0,203.0
14121,28.9141,41.0014,297.7,0.0,11.5
14122,28.9125,40.9978,305.6,0.0,202.0
14123,28.9100,40.9990,330.2,0.0,202.5
14124,28.9125,40.9977,304.9,0.0,201.5
14125,28.9100,40.9990,330.2,0.0,202.5
14126,28.9138,41.0015,298.9,0.0,12.0
14127,28.9002,40.9881,312.1,0.0,218.5
14128,28.9155,40.9976,300.7,0.0,198.5
14129,28.9003,40.9877,313.1,0.0,217.5
14130,28.9118,40.9964,309.8,0.0,211.0
14131,28.9007,40.9907,301.3,0.0,215.0
14132,28.9035,40.9888,306.7,0.0,224.0
14133,28.9012,40.9856,316.8,0.0,220.0
14134,28.9021,40.9848,303.0,0.0,226.5
14135,28.9006,40.9909,301.7,0.0,215.5
14136,28.9004,40.9877,313.8,0.0,217.0
14137,28.9011,40.9857,317.3,0.0,220.0
14138,28.9004,40.9880,314.1,0.0,218.0
14139,28.9155,40.9977,301.8,0.0,199.0
14140,28.9004,40.9881,313.1,0.0,218.0
14141,28.9028,40.9889,309.3,0.0,224.0
14142,28.9019,40.9850,306.5,0.0,227.0
14143,28.9010,40.9907,301.1,0.0,215.0
14144,28.9031,40.9911,299.3,0.0,223.5
14145,28.9132,41.0007,306.9,0.0,200.5
14146,28.9135,41.0042,333.8,0.0,182.5
14147,28.9124,41.0012,306.9,0.0,192.5
14148,28.9134,41.0043,333.5,0.0,182.5
14149,28.9133,41.0013,302.4,0.0,12.0
14150,28.9133,41.0043,334.1,0.0,183.0
14151,28.9158,41.0020,293.8,0.0,187.0
14152,28.9049,40.9904,313.0,0.0,225.5
14153,28.9088,41.0221,316.7,0.0,73.0
14154,28.9108,40.9994,327.5,0.0,202.0
14155,28.9149,40.9983,308.9,0.0,199.5
14156,28.9144,41.0009,301.2,0.0,196.5
14157,28.9109,41.0032,329.1,0.0,197.0
14158,28.9160,41.0008,299.6,0.0,193.0
14159,28.9151,40.9983,309.5,0.0,199.5
14160,28.9097,41.0009,320.3,0.0,204.0
14161,28.9108,40.9995,326.5,0.0,202.0
14162,28.9031,40.9873,303.0,0.0,226.0
14163,28.9119,40.9976,314.0,0.0,202.5
14164,28.9029,40.9888,309.1,0.0,224.0
14165,28.9019,40.9851,307.9,0.0,227.0
14166,28.9020,40.9856,312.1,0.0,223.5
14167,28.9004,40.9905,300.7,0.0,215.0
14168,28.9021,40.9857,312.5,0.0,224.0
14169,28.9032,40.9911,299.2,0.0,223.5
14170,28.9030,40.9886,308.2,0.0,223.5
14171,28.9107,41.0317,331.7,0.0,59.0
14172,28.8969,40.9970,291.5,0.0,166.5
14173,28.8982,40.9904,298.2,0.0,206.0
14174,28.8995,40.9923,306.2,0.0,207.0
14175,28.9006,40.9987,324.1,0.0,189.5
14176,28.8968,40.9968,291.3,0.0,166.5
14177,28.8981,40.9904,296.9,0.0,206.0
14178,28.8934,40.9878,290.6,0.0,198.0
14179,28.8970,40.9968,292.3,0.0,166.5
14180,28.9088,41.0218,319.8,0.0,2.5
14181,28.9113,41.0012,311.0,0.0,194.0
14182,28.8979,40.9904,296.6,0.0,206.0
14183,28.8994,40.9922,305.7,0.0,207.0
14184,28.8979,40.9903,297.4,0.0,206.0
14185,28.8970,40.9969,292.3,0.0,166.5
14186,28.9004,40.9987,321.5,0.0,189.0
14187,28.8980,40.9903,296.9,0.0,206.0
14188,28.8970,40.9970,291.9,0.0,166.5
14189,28.9084,41.0222,314.9,0.0,76.0
14190,28.8994,40.9922,305.7,0.0,207.0
14191,28.9002,40.9930,306.6,0.0,208.5
14192,28.8981,40.9902,296.9,0.0,206.0
14193,28.9001,40.9930,306.9,0.0,208.5
14194,28.8940,40.9892,283.2,0.0,199.5
14195,28.8969,40.9969,291.5,0.0,166.5
14196,28.8932,40.9879,290.9,0.0,197.0
14197,28.8982,40.9902,297.9,0.0,205.5
14198,28.8999,40.9930,306.7,0.0,208.0
14199,28.9003,40.9987,320.7,0.0,188.5
14200,28.8941,40.9891,283.6,0.0,200.0
14201,28.9002,40.9988,317.5,0.0,188.5
14202,28.9007,40.9933,305.0,0.0,210.0
14203,28.8982,40.9903,297.6,0.0,206.0
14204,28.8998,40.9930,306.6,0.0,208.0
14205,28.8941,40.9892,283.3,0.0,200.0
14206,28.9000,40.9988,314.7,0.0,187.5
14207,28.9106,41.0317,332.8,0.0,59.0
14208,28.9081,41.0218,317.5,0.0,0.0
14209,28.8941,40.9985,272.2,0.0,157.0
14210,28.9158,41.0007,301.2,0.0,194.5
14211,28.8996,40.9931,306.9,0.0,208.0
14212,28.8972,40.9956,297.0,0.0,177.5
14213,28.8942,40.9894,282.9,0.0,200.0
14214,28.8997,40.9989,309.1,0.0,187.0
14215,28.8995,40.9931,306.8,0.0,208.0
14216,28.8999,40.9989,312.2,0.0,187.5
14217,28.9079,41.0218,317.0,0.0,0.0
14218,28.9094,41.0006,323.2,0.0,204.5
14219,28.9104,41.0017,313.5,0.0,195.0
14220,28.9094,41.0005,323.4,0.0,204.5
14221,28.9049,40.9905,311.1,0.0,225.5
14222,28.9106,41.0012,313.0,0.0,194.0
14223,28.9131,41.0043,334.6,0.0,183.0
14224,28.9107,41.0012,313.0,0.0,194.0
14225,28.9094,41.0004,324.0,0.0,204.5
14226,28.9104,41.0317,334.4,0.0,59.0
14227,28.9115,41.0055,325.7,0.0,186.5
14228,28.9030,40.9894,311.3,0.0,225.5
14229,28.9157,41.0003,307.6,0.0,194.0
14230,28.9102,41.0001,323.3,0.0,203.5
14231,28.9157,41.0004,305.7,0.0,194.5
14232,28.9120,41.0055,323.4,0.0,185.5
14233,28.9138,41.0046,327.3,0.0,182.0
14234,28.9102,41.0000,324.0,0.0,203.5
14235,28.9137,41.0047,327.4,0.0,182.0
14236,28.9124,41.0055,322.8,0.0,184.5
14237,28.9134,41.0046,330.5,0.0,182.5
14238,28.9135,40.9979,299.2,0.0,202.5
14239,28.9156,41.0014,289.2,0.0,11.0
14240,28.9156,40.9997,316.1,0.0,193.0
14241,28.9157,40.9997,316.3,0.0,192.5
14242,28.9112,40.9997,323.2,0.0,201.5
14243,28.9135,40.9980,300.6,0.0,203.0
14244,28.9158,40.9997,316.6,0.0,192.0
14245,28.9126,41.0053,324.1,0.0,184.0
14246,28.9136,40.9980,301.1,0.0,203.0
14247,28.9029,40.9911,299.6,0.0,223.5
14248,28.9137,40.9980,301.3,0.0,203.0
14249,28.9157,41.0015,288.2,0.0,14.0
14250,28.9138,40.9980,301.5,0.0,203.5
14251,28.9126,41.0053,324.1,0.0,184.0
14252,28.9139,40.9980,302.0,0.0,203.5
14253,28.9159,40.9998,315.5,0.0,192.0
14254,28.9126,41.0055,322.3,0.0,184.0
14255,28.9113,40.9996,323.3,0.0,201.5
14256,28.9133,41.0046,331.1,0.0,183.0
14257,28.9159,41.0002,309.3,0.0,192.5
14258,28.9132,40.9984,304.5,0.0,204.0
14259,28.9123,41.0051,326.1,0.0,184.5
14260,28.9159,41.0002,309.3,0.0,192.5
14261,28.9137,41.0048,326.3,0.0,182.0
14262,28.9122,41.0044,332.2,0.0,185.0
14263,28.9123,41.0045,331.0,0.0,185.0
14264,28.9114,40.9993,325.1,0.0,200.5
14265,28.9139,41.0013,299.8,0.0,11.5
14266,28.9140,41.0012,300.2,0.0,192.0
14267,28.9129,40.9979,301.8,0.0,202.0
14268,28.9138,41.0012,301.1,0.0,192.0
14269,28.9127,40.9979,304.0,0.0,202.0
14270,28.9098,40.9989,329.0,0.0,203.0
14271,28.9027,40.9889,309.7,0.0,224.5
14272,28.9025,40.9888,310.3,0.0,224.5
14273,28.9027,40.9911,299.9,0.0,224.0
14274,28.9029,40.9910,301.0,0.0,223.5
14275,28.9025,40.9885,310.7,0.0,223.5
14276,28.9027,40.9910,301.1,0.0,223.5
14277,28.9014,40.9889,312.9,0.0,219.5
14278,28.9120,40.9976,312.2,0.0,202.5
14279,28.9026,40.9910,301.2,0.0,223.5
14280,28.9003,40.9935,304.6,0.0,209.5
14281,28.8996,40.9932,306.9,0.0,208.0
14282,28.8943,40.9986,272.3,0.0,157.0
14283,28.8976,40.9972,298.8,0.0,168.5
14284,28.8973,40.9955,298.0,0.0,178.0
14285,28.8996,40.9932,306.9,0.0,208.0
14286,28.8973,40.9954,298.1,0.0,178.0
14287,28.8997,40.9981,316.7,0.0,189.5
14288,28.8944,40.9986,272.8,0.0,157.5
14289,28.9158,41.0004,306.2,0.0,193.5
14290,28.8992,40.9942,308.0,0.0,197.5
14291,28.8973,40.9953,298.3,0.0,178.5
14292,28.8995,40.9981,312.5,0.0,189.0
14293,28.8945,40.9986,273.2,0.0,157.5
14294,28.8993,40.9981,308.6,0.0,188.0
14295,28.8975,40.9952,300.0,0.0,179.5
14296,28.9160,41.0000,312.9,0.0,192.0
14297,28.8989,40.9981,304.3,0.0,183.0
14298,28.8943,40.9895,282.8,0.0,200.5
14299,28.8976,40.9953,301.0,0.0,180.0
14300,28.8970,40.9920,284.4,0.0,191.5
14301,28.8977,40.9952,301.7,0.0,180.5
14302,28.8988,40.9983,302.4,0.0,183.0
14303,28.8988,40.9983,302.4,0.0,183.5
14304,28.8997,40.9933,306.5,0.0,208.0
14305,28.9078,41.0218,316.8,0.0,72.5
14306,28.9050,41.0034,330.6,0.0,195.0
14307,28.9030,40.9956,317.9,0.0,213.0
14308,28.8978,40.9949,306.5,0.0,181.5
14309,28.8997,40.9932,306.5,0.0,208.0
14310,28.8943,40.9895,282.8,0.0,199.0
14311,28.8988,40.9986,301.4,0.0,184.0
14312,28.8998,40.9932,306.6,0.0,208.5
14313,28.8943,40.9896,283.0,0.0,188.0
14314,28.8990,40.9987,301.2,0.0,184.5
14315,28.8999,40.9931,306.7,0.0,208.5
14316,28.9100,41.0219,313.8,0.0,78.5
14317,28.8979,40.9951,307.3,0.0,181.5
14318,28.8979,40.9952,306.7,0.0,181.5
14319,28.8990,40.9988,300.5,0.0,185.0
14320,28.8980,40.9952,308.8,0.0,181.5
14321,28.8946,40.9987,272.3,0.0,158.0
14322,28.8991,40.9985,302.8,0.0,184.5
14323,28.9153,41.0017,292.2,0.0,11.5
14324,28.9036,40.9954,314.2,0.0,213.0
14325,28.9094,41.0225,313.2,0.0,77.0
14326,28.8944,40.9898,282.9,0.0,188.5
14327,28.8948,40.9987,273.0,0.0,158.0
14328,28.8989,40.9982,303.6,0.0,183.5
14329,28.8944,40.9899,282.7,0.0,188.5
14330,28.8989,40.9982,303.6,0.0,183.5
14331,28.8981,40.9953,310.5,0.0,181.5
14332,28.8971,40.9984,287.4,0.0,171.0
14333,28.8973,40.9984,289.1,0.0,171.0
14334,28.8948,40.9988,271.8,0.0,158.5
14335,28.8945,40.9900,283.0,0.0,188.5
14336,28.8974,40.9984,290.4,0.0,171.5
14337,28.8950,40.9988,272.7,0.0,159.0
14338,28.8975,40.9983,291.9,0.0,171.5
14339,28.8978,40.9983,295.8,0.0,172.5
14340,28.8978,40.9954,302.6,0.0,180.0
14341,28.8980,40.9982,298.5,0.0,173.0
14342,28.9094,41.0226,312.1,0.0,77.0
14343,28.9096,41.0223,314.9,0.0,76.5
14344,28.8976,40.9954,301.0,0.0,179.5
14345,28.8950,40.9987,273.4,0.0,160.5
14346,28.8977,40.9981,295.0,0.0,171.5
14347,28.8982,40.9982,301.1,0.0,173.5
14348,28.8975,40.9955,300.1,0.0,179.0
14349,28.8975,40.9954,300.1,0.0,179.0
14350,28.8974,40.9955,299.0,0.0,178.0
14351,28.8982,40.9984,300.4,0.0,174.0
14352,28.9096,41.0222,315.7,0.0,76.5
14353,28.8949,40.9986,274.2,0.0,160.0
14354,28.8984,40.9981,303.0,0.0,174.0
14355,28.8972,40.9951,298.3,0.0,178.5
14356,28.8985,40.9981,302.8,0.0,182.0
14357,28.8981,40.9980,300.5,0.0,173.0
14358,28.8985,40.9983,302.0,0.0,182.0
14359,28.8971,40.9951,297.7,0.0,178.0
14360,28.8984,40.9986,300.3,0.0,175.0
14361,28.9096,41.0220,317.2,0.0,75.5
14362,28.9105,41.0016,312.2,0.0,194.5
14363,28.9048,40.9905,311.5,0.0,225.0
14364,28.9108,41.0011,313.1,0.0,194.0
14365,28.9095,41.0004,323.3,0.0,204.5
14366,28.9107,41.0011,313.6,0.0,194.0
14367,28.9046,40.9905,312.5,0.0,225.0
14368,28.9107,41.0010,314.6,0.0,194.0
14369,28.9095,41.0003,323.5,0.0,204.5
14370,28.9103,41.0216,311.0,0.0,78.5
14371,28.9108,41.0009,315.2,0.0,202.5
14372,28.9131,41.0041,336.7,0.0,183.0
14373,28.9095,41.0003,323.5,0.0,204.5
14374,28.9107,41.0009,315.2,0.0,202.5
14375,28.9131,41.0040,337.2,0.0,183.5
14376,28.9108,41.0007,316.7,0.0,202.0
14377,28.9108,41.0006,317.2,0.0,202.0
14378,28.9131,41.0039,338.2,0.0,183.5
14379,28.8970,40.9951,297.3,0.0,177.5
14380,28.8964,41.0007,280.7,0.0,173.0
14381,28.8981,40.9986,298.3,0.0,174.0
14382,28.8981,40.9984,299.4,0.0,173.5
14383,28.8977,40.9950,303.3,0.0,180.5
14384,28.8980,40.9985,297.5,0.0,173.5
14385,28.8979,40.9979,298.1,0.0,171.5
14386,28.8970,40.9950,297.4,0.0,177.5
14387,28.8979,40.9984,296.8,0.0,173.0
14388,28.9102,41.0216,311.7,0.0,78.5
14389,28.8978,40.9985,295.3,0.0,172.5
14390,28.8976,40.9985,292.7,0.0,172.5
14391,28.8976,40.9985,292.7,0.0,172.0
14392,28.8974,40.9985,290.0,0.0,172.0
14393,28.8973,40.9985,288.9,0.0,171.5
14394,28.8972,40.9985,287.7,0.0,171.0
14395,28.8972,40.9987,286.9,0.0,170.5
14396,28.8973,40.9986,288.4,0.0,170.5
14397,28.9102,41.0219,310.6,0.0,79.0
14398,28.8974,40.9987,289.7,0.0,171.0
14399,28.8968,40.9949,296.2,0.0,177.5
14400,28.8968,40.9948,296.6,0.0,177.5
14401,28.8968,40.9947,296.4,0.0,177.5
14402,28.8968,40.9947,296.4,0.0,177.5
14403,28.9141,41.0009,302.5,0.0,196.5
14404,28.9126,41.0015,303.9,0.0,9.0
14405,28.8969,40.9947,297.1,0.0,178.0
14406,28.9054,41.0039,334.7,0.0,195.0
14407,28.9143,41.0010,300.5,0.0,196.5
14408,28.8970,40.9947,297.7,0.0,178.5
14409,28.9111,40.9998,322.6,0.0,202.0
14410,28.8971,40.9947,298.1,0.0,179.0
14411,28.9125,41.0052,325.3,0.0,184.5
14412,28.9086,41.0047,335.9,0.0,192.0
14413,28.8970,40.9948,297.9,0.0,178.5
14414,28.9132,41.0013,302.9,0.0,12.0
14415,28.9092,41.0225,313.5,0.0,76.0
14416,28.8971,40.9950,298.1,0.0,178.5
14417,28.9120,41.0017,308.9,0.0,9.5
14418,28.9137,41.0010,303.2,0.0,197.0
14419,28.8973,40.9950,299.0,0.0,179.0
14420,28.9113,41.0013,310.2,0.0,194.0
14421,28.8974,40.9950,299.2,0.0,179.5
14422,28.8975,40.9949,299.9,0.0,180.0
14423,28.9139,41.0014,298.8,0.0,12.0
14424,28.9092,41.0216,317.8,0.0,73.5
14425,28.8974,40.9948,299.7,0.0,180.0
14426,28.9140,41.0015,297.5,0.0,12.0
14427,28.8973,40.9948,299.2,0.0,179.5
14428,28.9139,41.0018,303.5,0.0,12.5
14429,28.8975,40.9948,299.8,0.0,180.5
14430,28.9139,41.0017,301.6,0.0,12.5
14431,28.9139,41.0017,301.6,0.0,12.5
14432,28.8991,40.9952,311.0,0.0,196.5
14433,28.9089,41.0215,315.6,0.0,76.5
14434,28.9141,41.0019,303.8,0.0,193.0
14435,28.8990,40.9952,311.5,0.0,196.0
14436,28.9114,41.0095,335.8,0.0,165.5
14437,28.8983,40.9902,299.0,0.0,205.5
14438,28.9139,41.0020,306.7,0.0,193.0
14439,28.8976,40.9987,292.2,0.0,171.5
14440,28.8983,40.9950,316.3,0.0,183.0
14441,28.8983,40.9903,298.8,0.0,206.0
14442,28.8976,40.9987,292.2,0.0,172.0
14443,28.8978,40.9986,294.9,0.0,173.0
14444,28.8983,40.9904,299.0,0.0,206.0
14445,28.9142,41.0022,307.9,0.0,192.5
14446,28.8978,40.9986,294.9,0.0,173.5
14447,28.8979,40.9986,296.0,0.0,173.5
14448,28.8984,40.9901,299.5,0.0,205.5
14449,28.9022,41.0049,322.2,0.0,197.0
14450,28.8980,40.9986,297.3,0.0,173.5
14451,28.8985,40.9902,299.4,0.0,214.5
14452,28.9014,40.9891,311.6,0.0,220.0
14453,28.9121,40.9976,310.8,0.0,202.5
14454,28.9013,40.9892,311.1,0.0,220.5
14455,28.9013,40.9893,310.3,0.0,220.5
14456,28.9023,40.9910,301.0,0.0,223.5
14457,28.9122,40.9976,309.3,0.0,202.0
14458,28.9013,40.9894,309.6,0.0,220.5
14459,28.9004,40.9912,302.6,0.0,216.0
14460,28.9018,40.9893,310.5,0.0,220.0
14461,28.9123,40.9974,306.0,0.0,201.0
14462,28.9019,40.9895,309.5,0.0,221.0
14463,28.8996,40.9898,302.1,0.0,213.5
14464,28.9018,40.9895,309.5,0.0,221.0
14465,28.9023,40.9908,303.3,0.0,223.0
14466,28.8998,40.9898,302.8,0.0,213.5
14467,28.9149,40.9976,299.2,0.0,198.0
14468,28.9016,40.9895,309.1,0.0,221.0
14469,28.9024,40.9908,303.4,0.0,223.0
14470,28.8997,40.9898,302.2,0.0,213.5
14471,28.9103,41.0000,324.1,0.0,203.0
14472,28.9157,41.0006,302.7,0.0,194.5
14473,28.9121,41.0054,324.1,0.0,185.0
14474,28.9154,41.0016,290.5,0.0,11.5
14475,28.8925,40.9875,291.4,0.0,195.0
14476,28.9111,40.9996,324.3,0.0,201.5
14477,28.9154,41.0015,289.2,0.0,11.5
14478,28.9157,41.0002,309.0,0.0,193.5
14479,28.9100,41.0230,305.8,0.0,79.0
14480,28.9096,41.0003,323.3,0.0,204.0
14481,28.9108,41.0006,317.2,0.0,203.0
14482,28.9110,41.0005,317.7,0.0,201.5
14483,28.9137,41.0036,335.1,0.0,182.0
14484,28.9130,41.0038,338.8,0.0,183.5
14485,28.9097,41.0004,322.6,0.0,204.0
14486,28.9111,41.0004,317.8,0.0,201.5
14487,28.9136,41.0036,335.9,0.0,182.0
14488,28.9151,41.0013,293.3,0.0,11.0
14489,28.9122,41.0051,326.2,0.0,185.0
14490,28.9133,40.9982,302.6,0.0,203.5
14491,28.9138,41.0050,323.4,0.0,182.0
14492,28.9150,41.0013,293.8,0.0,11.0
14493,28.9130,40.9984,305.8,0.0,204.0
14494,28.9138,41.0050,323.4,0.0,182.0
14495,28.9149,41.0013,294.0,0.0,11.0
14496,28.9122,41.0050,326.8,0.0,185.0
14497,28.9024,40.9892,310.5,0.0,225.0
