,Longitude,Latitude,Vs30 (m/s),Depth (m),DepthToRock (m)
2063,28.8109,41.0283,345.5,0.0,30.0
2064,28.8139,41.0284,352.3,0.0,30.0
2065,28.8169,41.0284,323.8,0.0,35.8
2066,28.8199,41.0284,292.6,0.0,40.9
2067,28.8228,41.0284,337.7,0.0,35.5
2068,28.8258,41.0285,301.8,0.0,63.0
2069,28.8288,41.0285,309.1,0.0,103.2
2070,28.8317,41.0285,296.7,0.0,104.8
2071,28.8347,41.0286,303.3,0.0,103.0
2072,28.8377,41.0286,301.4,0.0,104.8
2073,28.8407,41.0286,329.7,0.0,82.2
2074,28.8436,41.0287,406.3,0.0,62.9
2075,28.8466,41.0287,330.7,0.0,61.5
2076,28.8496,41.0287,280.3,0.0,72.2
2077,28.8525,41.0287,316.2,0.0,89.0
2078,28.8555,41.0288,301.2,0.0,122.9
2079,28.8585,41.0288,320.7,0.0,142.3
2080,28.8615,41.0288,312.2,0.0,133.0
2081,28.8644,41.0289,307.2,0.0,155.9
2082,28.8674,41.0289,305.2,0.0,148.5
2083,28.8704,41.0289,349.4,0.0,164.3
2084,28.8734,41.0290,315.1,0.0,150.9
2085,28.8763,41.0290,316.6,0.0,114.2
2086,28.8793,41.0290,311.7,0.0,94.1
2087,28.8823,41.0290,287.6,0.0,103.9
2088,28.8852,41.0291,308.7,0.0,128.7
2089,28.8882,41.0291,344.7,0.0,121.7
2090,28.8912,41.0291,301.5,0.0,114.5
2091,28.8942,41.0292,319.1,0.0,102.6
2092,28.8971,41.0292,307.7,0.0,65.7
2093,28.9001,41.0292,297.7,0.0,38.4
2094,28.9031,41.0292,310.0,0.0,43.5
2095,28.9060,41.0293,318.7,0.0,56.7
2096,28.9090,41.0293,317.5,0.0,62.3
2097,28.9120,41.0293,299.5,0.0,51.2
2098,28.9150,41.0294,292.0,0.0,56.0
2099,28.9179,41.0294,309.1,0.0,59.6
2100,28.9209,41.0294,344.2,0.0,61.1
2101,28.9239,41.0294,308.0,0.0,59.8
2102,28.9269,41.0295,254.7,0.0,53.3
2103,28.9298,41.0295,250.0,0.0,49.5
2104,28.9328,41.0295,279.5,0.0,41.6
2105,28.9358,41.0295,285.6,0.0,49.6
2106,28.9387,41.0296,300.5,0.0,30.0
2107,28.9417,41.0296,273.7,0.0,30.0
2108,28.9447,41.0296,505.3,0.0,30.0
2109,28.9477,41.0297,379.8,0.0,30.0
2110,28.9506,41.0297,488.7,0.0,9.5
2111,28.9536,41.0297,371.2,0.0,30.0
2112,28.9566,41.0297,307.9,0.0,27.0
2113,28.6772,41.0291,296.3,0.0,285.3
2114,28.6801,41.0292,299.4,0.0,305.6
2115,28.6831,41.0292,321.8,0.0,322.9
2116,28.6861,41.0292,334.8,0.0,323.5
2117,28.6890,41.0293,316.5,0.0,307.3
2118,28.6920,41.0293,347.3,0.0,282.4
2119,28.6950,41.0293,294.5,0.0,282.3
2120,28.6980,41.0294,351.5,0.0,267.3
2121,28.7009,41.0294,301.3,0.0,247.8
2122,28.7039,41.0294,304.0,0.0,247.0
2123,28.7069,41.0295,287.7,0.0,235.6
2124,28.7098,41.0295,343.7,0.0,224.4
2125,28.7128,41.0295,293.0,0.0,205.8
2126,28.7158,41.0296,251.1,0.0,197.9
2127,28.7188,41.0296,260.1,0.0,191.0
2128,28.7217,41.0296,302.1,0.0,184.9
2129,28.7247,41.0297,296.4,0.0,180.9
2130,28.7277,41.0297,383.5,0.0,174.3
2131,28.7307,41.0297,279.1,0.0,173.1
2132,28.7336,41.0298,279.6,0.0,141.6
2133,28.7366,41.0298,273.2,0.0,106.2
2134,28.7544,41.0300,397.1,0.0,35.7
2135,28.7574,41.0300,340.4,0.0,63.7
2136,28.7604,41.0300,362.5,0.0,54.3
2137,28.7633,41.0301,429.4,0.0,24.0
2138,28.7663,41.0301,333.4,0.0,21.0
2139,28.7693,41.0301,619.0,0.0,30.0
2140,28.7723,41.0302,613.3,0.0,14.9
2141,28.7752,41.0302,442.4,0.0,18.3
2142,28.7782,41.0302,368.3,0.0,33.1
2143,28.7812,41.0303,315.4,0.0,68.7
2144,28.7842,41.0303,317.1,0.0,75.0
2145,28.7871,41.0303,317.7,0.0,62.0
2146,28.7901,41.0304,338.4,0.0,61.2
2147,28.7931,41.0304,343.5,0.0,32.0
2148,28.7960,41.0304,434.9,0.0,20.0
2149,28.7990,41.0305,488.9,0.0,14.5
2150,28.8020,41.0305,395.8,0.0,30.0
2151,28.8050,41.0305,450.5,0.0,19.5
2152,28.8079,41.0305,530.0,0.0,12.0
2153,28.8109,41.0306,439.1,0.0,13.5
2154,28.8139,41.0306,395.9,0.0,30.0
2155,28.8168,41.0306,372.4,0.0,30.0
2156,28.8198,41.0307,346.7,0.0,43.4
2157,28.8228,41.0307,313.4,0.0,47.5
2158,28.8258,41.0307,345.8,0.0,62.1
2159,28.8287,41.0308,310.1,0.0,103.1
2160,28.8317,41.0308,309.3,0.0,104.8
2161,28.8347,41.0308,303.1,0.0,108.6
2162,28.8376,41.0308,307.4,0.0,95.9
2163,28.8406,41.0309,340.8,0.0,67.1
2164,28.8436,41.0309,313.8,0.0,48.9
2165,28.8466,41.0309,284.4,0.0,52.3
2166,28.8495,41.0310,279.3,0.0,65.7
2167,28.8525,41.0310,334.8,0.0,85.4
2168,28.8555,41.0310,299.4,0.0,119.9
2169,28.8585,41.0311,308.1,0.0,135.3
2170,28.8614,41.0311,309.0,0.0,137.2
2171,28.8644,41.0311,309.6,0.0,149.9
2172,28.8674,41.0311,339.1,0.0,143.3
2173,28.8703,41.0312,285.4,0.0,151.6
2174,28.8733,41.0312,298.4,0.0,131.1
2175,28.8763,41.0312,297.6,0.0,95.1
2176,28.8793,41.0313,301.3,0.0,90.9
2177,28.8822,41.0313,301.6,0.0,104.0
2178,28.8852,41.0313,378.1,0.0,127.1
2179,28.8882,41.0313,351.6,0.0,119.7
2180,28.8911,41.0314,316.1,0.0,110.9
2181,28.8941,41.0314,308.8,0.0,93.4
2182,28.8971,41.0314,323.1,0.0,48.6
2183,28.9001,41.0315,302.9,0.0,34.2
2184,28.9030,41.0315,329.6,0.0,39.3
2185,28.9060,41.0315,300.4,0.0,48.2
2186,28.9090,41.0315,318.6,0.0,58.8
2187,28.9120,41.0316,304.3,0.0,49.3
2188,28.9149,41.0316,321.5,0.0,46.4
2189,28.9179,41.0316,308.8,0.0,42.6
2190,28.9209,41.0317,317.8,0.0,39.4
2191,28.9238,41.0317,283.7,0.0,42.8
2192,28.9268,41.0317,293.0,0.0,44.9
2193,28.9298,41.0317,302.5,0.0,42.7
2194,28.9328,41.0318,286.7,0.0,30.0
2195,28.9357,41.0318,302.9,0.0,44.8
2196,28.9387,41.0318,299.8,0.0,30.0
2197,28.9417,41.0318,293.4,0.0,30.0
2198,28.9446,41.0319,605.1,0.0,19.2
2199,28.9476,41.0319,480.5,0.0,22.6
2200,28.9506,41.0319,250.0,0.0,30.0
2201,28.6771,41.0314,265.4,0.0,288.6
2202,28.6801,41.0314,275.9,0.0,313.2
2203,28.6831,41.0314,275.8,0.0,325.8
2204,28.6860,41.0315,330.1,0.0,323.6
2205,28.6890,41.0315,296.5,0.0,305.2
2206,28.6920,41.0315,300.8,0.0,288.9
2207,28.6949,41.0316,281.8,0.0,268.7
2208,28.6979,41.0316,323.7,0.0,258.4
2209,28.7009,41.0316,282.7,0.0,251.6
2210,28.7039,41.0317,263.0,0.0,230.0
2211,28.7068,41.0317,330.6,0.0,222.3
2212,28.7098,41.0317,298.3,0.0,213.0
2213,28.7128,41.0318,257.1,0.0,204.1
2214,28.7157,41.0318,253.1,0.0,194.7
2215,28.7187,41.0318,307.5,0.0,185.9
2216,28.7217,41.0319,262.9,0.0,179.1
2217,28.7247,41.0319,362.9,0.0,174.9
2218,28.7276,41.0319,293.3,0.0,173.4
2219,28.7306,41.0320,260.6,0.0,165.3
2220,28.7336,41.0320,268.7,0.0,134.6
2221,28.7366,41.0320,274.9,0.0,99.7
2222,28.7544,41.0322,341.4,0.0,55.7
2223,28.7574,41.0323,340.3,0.0,80.5
2224,28.7603,41.0323,320.4,0.0,70.3
2225,28.7633,41.0323,444.2,0.0,30.0
2226,28.7663,41.0324,315.2,0.0,21.0
2227,28.7692,41.0324,494.5,0.0,30.0
2228,28.7722,41.0324,545.3,0.0,30.0
2229,28.7752,41.0325,445.3,0.0,30.0
2230,28.7782,41.0325,292.1,0.0,44.2
2231,28.7811,41.0325,332.1,0.0,73.4
2232,28.7841,41.0325,333.3,0.0,81.6
2233,28.7871,41.0326,338.3,0.0,77.5
2234,28.7901,41.0326,336.3,0.0,70.2
2235,28.7930,41.0326,294.1,0.0,30.0
2236,28.7960,41.0327,376.8,0.0,19.5
2237,28.7990,41.0327,401.8,0.0,20.0
2238,28.8019,41.0327,322.6,0.0,30.0
2239,28.8049,41.0328,484.6,0.0,18.0
2240,28.8079,41.0328,581.3,0.0,6.5
2241,28.8109,41.0328,522.4,0.0,30.0
2242,28.8138,41.0329,688.2,0.0,5.5
2243,28.8168,41.0329,419.4,0.0,30.0
2244,28.8198,41.0329,368.8,0.0,40.9
2245,28.8227,41.0329,305.6,0.0,61.3
2246,28.8257,41.0330,314.6,0.0,89.8
2247,28.8287,41.0330,335.0,0.0,107.5
2248,28.8317,41.0330,314.6,0.0,106.0
2249,28.8346,41.0331,337.2,0.0,113.6
2250,28.8376,41.0331,282.3,0.0,86.2
2251,28.8406,41.0331,317.6,0.0,54.6
2252,28.8436,41.0332,347.7,0.0,30.0
2253,28.8465,41.0332,300.7,0.0,30.0
2254,28.8495,41.0332,311.8,0.0,49.9
2255,28.8525,41.0332,328.4,0.0,74.1
2256,28.8554,41.0333,289.5,0.0,114.9
2257,28.8584,41.0333,308.3,0.0,129.0
2258,28.8614,41.0333,296.7,0.0,136.4
2259,28.8644,41.0334,335.6,0.0,139.2
2260,28.8673,41.0334,303.6,0.0,126.6
2261,28.8703,41.0334,299.3,0.0,129.6
2262,28.8733,41.0335,312.7,0.0,105.0
2263,28.8762,41.0335,319.9,0.0,75.7
2264,28.8792,41.0335,320.1,0.0,85.9
2265,28.8822,41.0335,300.0,0.0,104.3
2266,28.8852,41.0336,339.5,0.0,117.2
2267,28.8881,41.0336,323.7,0.0,103.2
2268,28.8911,41.0336,311.5,0.0,85.5
2269,28.8941,41.0337,306.1,0.0,70.3
2270,28.8971,41.0337,335.4,0.0,32.8
2271,28.9000,41.0337,273.8,0.0,30.0
2272,28.9030,41.0337,498.1,0.0,16.5
2273,28.9060,41.0338,386.3,0.0,30.0
2274,28.9089,41.0338,354.9,0.0,46.8
2275,28.9119,41.0338,308.4,0.0,49.5
2276,28.9149,41.0339,313.9,0.0,41.8
2277,28.9179,41.0339,333.4,0.0,27.0
2278,28.9208,41.0339,356.0,0.0,24.0
2279,28.9238,41.0339,290.5,0.0,35.5
2280,28.9268,41.0340,298.5,0.0,37.3
2281,28.9298,41.0340,339.3,0.0,33.8
2282,28.9327,41.0340,413.6,0.0,21.0
2283,28.9357,41.0340,309.5,0.0,32.2
2284,28.9387,41.0341,358.3,0.0,27.0
2285,28.9416,41.0341,966.9,0.0,11.3
2286,28.9446,41.0341,344.8,0.0,30.0
2287,28.9476,41.0342,335.7,0.0,30.0
2288,28.6771,41.0336,317.6,0.0,294.8
2289,28.6800,41.0337,278.8,0.0,313.3
2290,28.6830,41.0337,277.1,0.0,318.4
2291,28.6860,41.0337,286.6,0.0,316.8
2292,28.6890,41.0338,298.3,0.0,299.3
2293,28.6919,41.0338,295.8,0.0,290.4
2294,28.6949,41.0338,291.4,0.0,287.4
2295,28.6979,41.0339,254.9,0.0,269.7
2296,28.7008,41.0339,277.0,0.0,251.6
2297,28.7038,41.0339,284.7,0.0,239.1
2298,28.7068,41.0340,282.3,0.0,219.0
2299,28.7098,41.0340,360.3,0.0,212.3
2300,28.7127,41.0340,255.1,0.0,202.2
2301,28.7157,41.0341,250.0,0.0,192.5
2302,28.7187,41.0341,280.5,0.0,181.4
2303,28.7217,41.0341,273.1,0.0,176.9
2304,28.7246,41.0342,266.9,0.0,171.7
2305,28.7276,41.0342,336.8,0.0,168.6
2306,28.7306,41.0342,273.1,0.0,159.1
2307,28.7335,41.0343,279.5,0.0,125.1
2308,28.7543,41.0345,380.4,0.0,64.7
2309,28.7573,41.0345,344.0,0.0,91.8
2310,28.7603,41.0345,335.6,0.0,90.1
2311,28.7633,41.0346,345.2,0.0,48.4
2312,28.7662,41.0346,365.8,0.0,19.1
2313,28.7692,41.0346,575.7,0.0,13.4
2314,28.7722,41.0347,580.1,0.0,30.0
2315,28.7752,41.0347,431.3,0.0,30.0
2316,28.7781,41.0347,370.4,0.0,32.9
2317,28.7811,41.0348,302.2,0.0,46.0
2318,28.7841,41.0348,338.3,0.0,68.2
2319,28.7870,41.0348,358.1,0.0,76.7
2320,28.7900,41.0349,309.2,0.0,77.3
2321,28.7930,41.0349,332.0,0.0,50.5
2322,28.7960,41.0349,287.0,0.0,45.6
2323,28.7989,41.0350,299.0,0.0,30.0
2324,28.8019,41.0350,457.1,0.0,16.5
2325,28.8049,41.0350,440.5,0.0,13.5
2326,28.8078,41.0350,500.5,0.0,9.0
2327,28.8108,41.0351,563.2,0.0,10.5
2328,28.8138,41.0351,542.2,0.0,14.7
2329,28.8168,41.0351,432.7,0.0,30.0
2330,28.8197,41.0352,344.9,0.0,36.1
2331,28.8227,41.0352,375.2,0.0,71.2
2332,28.8257,41.0352,332.0,0.0,106.0
2333,28.8287,41.0353,361.0,0.0,109.0
2334,28.8316,41.0353,334.3,0.0,107.1
2335,28.8346,41.0353,312.7,0.0,112.8
2336,28.8376,41.0353,311.0,0.0,85.2
2337,28.8405,41.0354,327.2,0.0,52.9
2338,28.8435,41.0354,303.4,0.0,35.2
2339,28.8465,41.0354,320.8,0.0,32.4
2340,28.8495,41.0355,280.1,0.0,38.0
2341,28.8524,41.0355,304.1,0.0,70.4
2342,28.8554,41.0355,288.7,0.0,110.4
2343,28.8584,41.0356,310.0,0.0,129.0
2344,28.8613,41.0356,339.2,0.0,133.5
2345,28.8643,41.0356,317.0,0.0,127.0
2346,28.8673,41.0356,307.6,0.0,111.9
2347,28.8703,41.0357,302.1,0.0,99.5
2348,28.8732,41.0357,282.6,0.0,71.3
2349,28.8762,41.0357,330.8,0.0,56.7
2350,28.8792,41.0358,317.7,0.0,75.4
2351,28.8822,41.0358,296.8,0.0,93.4
2352,28.8851,41.0358,340.7,0.0,99.9
2353,28.8881,41.0358,333.1,0.0,75.6
2354,28.8911,41.0359,297.5,0.0,62.1
2355,28.8940,41.0359,304.4,0.0,40.5
2356,28.8970,41.0359,336.1,0.0,30.0
2357,28.9000,41.0360,491.2,0.0,21.7
2358,28.9030,41.0360,419.2,0.0,30.0
2359,28.9059,41.0360,444.8,0.0,30.0
2360,28.9089,41.0360,333.7,0.0,27.0
2361,28.9119,41.0361,297.3,0.0,45.9
2362,28.9149,41.0361,290.7,0.0,42.0
2363,28.9178,41.0361,339.0,0.0,36.4
2364,28.9208,41.0362,334.5,0.0,32.6
2365,28.9238,41.0362,313.1,0.0,39.9
2366,28.9267,41.0362,306.8,0.0,38.9
2367,28.9297,41.0362,311.0,0.0,32.8
2368,28.9327,41.0363,403.3,0.0,16.2
2369,28.9357,41.0363,352.9,0.0,30.0
2370,28.9386,41.0363,381.9,0.0,22.4
2371,28.9416,41.0364,488.0,0.0,30.0
2372,28.9446,41.0364,685.7,0.0,10.5
2373,28.9476,41.0364,296.2,0.0,27.0
2374,28.6770,41.0359,327.2,0.0,299.1
2375,28.6800,41.0359,327.3,0.0,312.8
2376,28.6830,41.0359,350.7,0.0,303.4
2377,28.6859,41.0360,291.5,0.0,301.2
2378,28.6889,41.0360,269.4,0.0,293.2
2379,28.6919,41.0360,299.7,0.0,276.7
2380,28.6949,41.0361,290.7,0.0,270.9
2381,28.6978,41.0361,264.2,0.0,262.9
2382,28.7008,41.0361,299.1,0.0,246.6
2383,28.7038,41.0362,292.6,0.0,227.4
2384,28.7067,41.0362,280.6,0.0,228.2
2385,28.7097,41.0362,300.8,0.0,211.0
2386,28.7127,41.0363,264.1,0.0,199.6
2387,28.7157,41.0363,250.0,0.0,189.7
2388,28.7186,41.0363,287.2,0.0,177.9
2389,28.7216,41.0364,323.3,0.0,178.4
2390,28.7246,41.0364,287.4,0.0,173.1
2391,28.7276,41.0364,337.9,0.0,166.2
2392,28.7305,41.0365,311.6,0.0,148.7
2393,28.7335,41.0365,303.9,0.0,108.3
2394,28.7543,41.0367,318.9,0.0,48.0
2395,28.7573,41.0368,323.2,0.0,68.4
2396,28.7602,41.0368,439.8,0.0,68.6
2397,28.7632,41.0368,419.6,0.0,37.9
2398,28.7662,41.0369,290.5,0.0,51.8
2399,28.7692,41.0369,303.7,0.0,30.0
2400,28.7721,41.0369,540.2,0.0,9.9
2401,28.7751,41.0370,355.3,0.0,30.0
2402,28.7781,41.0370,504.0,0.0,15.0
2403,28.7811,41.0370,383.8,0.0,30.0
2404,28.7840,41.0370,318.0,0.0,34.8
2405,28.7870,41.0371,317.8,0.0,66.9
2406,28.7900,41.0371,330.8,0.0,80.1
2407,28.7929,41.0371,287.8,0.0,75.9
2408,28.7959,41.0372,281.5,0.0,62.3
2409,28.7989,41.0372,280.9,0.0,37.9
2410,28.8019,41.0372,490.0,0.0,16.5
2411,28.8048,41.0373,507.8,0.0,30.0
2412,28.8078,41.0373,429.1,0.0,30.0
2413,28.8108,41.0373,501.4,0.0,9.0
2414,28.8137,41.0374,626.2,0.0,6.1
2415,28.8167,41.0374,335.5,0.0,30.0
2416,28.8197,41.0374,316.6,0.0,48.7
2417,28.8227,41.0374,316.3,0.0,78.7
2418,28.8256,41.0375,294.6,0.0,112.0
2419,28.8286,41.0375,317.3,0.0,113.6
2420,28.8316,41.0375,367.9,0.0,111.4
2421,28.8346,41.0376,279.9,0.0,110.0
2422,28.8375,41.0376,303.5,0.0,76.9
2423,28.8405,41.0376,337.1,0.0,44.9
2424,28.8435,41.0377,369.3,0.0,32.0
2425,28.8464,41.0377,310.4,0.0,30.0
2426,28.8494,41.0377,270.6,0.0,30.0
2427,28.8524,41.0377,305.2,0.0,63.3
2428,28.8554,41.0378,313.7,0.0,102.6
2429,28.8583,41.0378,317.7,0.0,116.7
2430,28.8613,41.0378,341.1,0.0,121.7
2431,28.8643,41.0379,293.7,0.0,111.9
2432,28.8673,41.0379,307.4,0.0,97.6
2433,28.8702,41.0379,280.1,0.0,64.2
2434,28.8732,41.0380,322.7,0.0,37.9
2435,28.8762,41.0380,316.4,0.0,46.4
2436,28.8791,41.0380,338.0,0.0,71.0
2437,28.8821,41.0380,304.3,0.0,97.9
2438,28.8851,41.0381,305.7,0.0,87.7
2439,28.8881,41.0381,318.6,0.0,55.1
2440,28.8910,41.0381,326.9,0.0,30.0
2441,28.8940,41.0382,329.6,0.0,30.0
2442,28.8970,41.0382,339.5,0.0,30.0
2443,28.9000,41.0382,362.4,0.0,23.0
2444,28.9029,41.0382,318.9,0.0,30.0
2445,28.9059,41.0383,507.9,0.0,15.0
2446,28.9089,41.0383,399.1,0.0,24.0
2447,28.9118,41.0383,377.7,0.0,24.0
2448,28.9148,41.0384,287.1,0.0,46.5
2449,28.9178,41.0384,336.8,0.0,36.5
2450,28.9208,41.0384,328.2,0.0,46.7
2451,28.9237,41.0384,310.0,0.0,45.8
2452,28.9267,41.0385,318.6,0.0,31.9
2453,28.9297,41.0385,295.8,0.0,33.9
2454,28.9327,41.0385,413.0,0.0,24.0
2455,28.9356,41.0385,484.5,0.0,8.5
2456,28.9386,41.0386,411.8,0.0,16.5
2457,28.9416,41.0386,550.8,0.0,9.0
2458,28.9445,41.0386,320.3,0.0,22.5
2459,28.6770,41.0381,283.1,0.0,302.5
2460,28.6799,41.0382,316.7,0.0,306.9
2461,28.6829,41.0382,307.6,0.0,294.1
2462,28.6859,41.0382,350.9,0.0,278.5
2463,28.6889,41.0383,360.9,0.0,286.4
2464,28.6918,41.0383,296.2,0.0,270.5
2465,28.6948,41.0383,291.0,0.0,259.1
2466,28.6978,41.0384,275.1,0.0,251.9
2467,28.7008,41.0384,286.5,0.0,233.6
2468,28.7037,41.0384,269.6,0.0,235.1
2469,28.7067,41.0385,288.2,0.0,215.3
2470,28.7097,41.0385,295.0,0.0,204.5
2471,28.7126,41.0385,254.8,0.0,196.7
2472,28.7156,41.0386,278.8,0.0,186.5
2473,28.7186,41.0386,294.1,0.0,178.6
2474,28.7216,41.0386,267.3,0.0,178.9
2475,28.7245,41.0387,286.3,0.0,173.3
2476,28.7275,41.0387,283.2,0.0,163.7
2477,28.7305,41.0387,256.9,0.0,136.4
2478,28.7335,41.0388,270.6,0.0,96.5
2479,28.7543,41.0390,304.9,0.0,30.0
2480,28.7572,41.0390,373.9,0.0,37.7
2481,28.7602,41.0390,463.0,0.0,23.0
2482,28.7632,41.0391,372.0,0.0,30.0
2483,28.7661,41.0391,727.8,0.0,7.0
2484,28.7691,41.0391,627.0,0.0,7.5
2485,28.7721,41.0392,349.6,0.0,30.0
2486,28.7751,41.0392,269.8,0.0,32.4
2487,28.7780,41.0392,497.4,0.0,18.0
2488,28.7810,41.0393,622.9,0.0,25.2
2489,28.7840,41.0393,507.4,0.0,18.0
2490,28.7870,41.0393,387.0,0.0,54.6
2491,28.7899,41.0394,342.6,0.0,82.5
2492,28.7929,41.0394,317.3,0.0,80.8
2493,28.7959,41.0394,303.9,0.0,61.0
2494,28.7988,41.0395,274.6,0.0,35.4
2495,28.8018,41.0395,468.9,0.0,21.0
2496,28.8048,41.0395,576.4,0.0,13.3
2497,28.8078,41.0395,405.9,0.0,19.5
2498,28.8107,41.0396,530.3,0.0,8.7
2499,28.8137,41.0396,594.9,0.0,12.1
2500,28.8167,41.0396,328.2,0.0,30.0
2501,28.8197,41.0397,296.4,0.0,47.9
2502,28.8226,41.0397,299.9,0.0,70.6
2503,28.8256,41.0397,279.2,0.0,101.9
2504,28.8286,41.0398,322.5,0.0,117.1
2505,28.8315,41.0398,327.1,0.0,110.7
2506,28.8345,41.0398,291.7,0.0,102.7
2507,28.8375,41.0399,294.9,0.0,64.8
2508,28.8405,41.0399,331.0,0.0,30.0
2509,28.8434,41.0399,328.4,0.0,30.0
2510,28.8464,41.0399,321.3,0.0,30.0
2511,28.8494,41.0400,347.2,0.0,30.0
2512,28.8524,41.0400,333.0,0.0,52.3
2513,28.8553,41.0400,329.3,0.0,91.9
2514,28.8583,41.0401,323.3,0.0,107.7
2515,28.8613,41.0401,376.2,0.0,108.7
2516,28.8642,41.0401,338.0,0.0,100.1
2517,28.8672,41.0401,304.8,0.0,79.8
2518,28.8702,41.0402,329.3,0.0,45.5
2519,28.8732,41.0402,338.7,0.0,30.5
2520,28.8761,41.0402,337.1,0.0,49.2
2521,28.8791,41.0403,308.9,0.0,75.9
2522,28.8821,41.0403,310.8,0.0,100.9
2523,28.8851,41.0403,320.9,0.0,75.8
2524,28.8880,41.0403,331.2,0.0,53.1
2525,28.8910,41.0404,310.6,0.0,60.2
2526,28.8940,41.0404,326.2,0.0,42.1
2527,28.8969,41.0404,309.8,0.0,35.8
2528,28.8999,41.0405,294.9,0.0,53.5
2529,28.9029,41.0405,326.1,0.0,48.2
2530,28.9059,41.0405,322.9,0.0,30.0
2531,28.9088,41.0405,324.1,0.0,30.0
2532,28.9118,41.0406,323.3,0.0,50.9
2533,28.9148,41.0406,311.8,0.0,50.8
2534,28.9178,41.0406,321.3,0.0,33.9
2535,28.9207,41.0407,305.1,0.0,39.6
2536,28.9237,41.0407,345.0,0.0,35.0
2537,28.9267,41.0407,327.9,0.0,25.0
2538,28.9296,41.0407,396.9,0.0,20.3
2539,28.9326,41.0408,637.4,0.0,3.0
2540,28.9356,41.0408,680.4,0.0,1.9
2541,28.9386,41.0408,391.2,0.0,26.8
2542,28.9415,41.0409,324.6,0.0,21.0
2543,28.9445,41.0409,250.0,0.0,30.0
2544,28.6769,41.0404,289.0,0.0,303.8
2545,28.6799,41.0404,309.0,0.0,301.9
2546,28.6829,41.0404,322.0,0.0,288.8
2547,28.6858,41.0405,338.0,0.0,272.1
2548,28.6888,41.0405,292.9,0.0,270.4
2549,28.6918,41.0405,316.3,0.0,264.6
2550,28.6948,41.0406,286.9,0.0,257.3
2551,28.6977,41.0406,300.5,0.0,238.6
2552,28.7007,41.0406,281.4,0.0,241.3
2553,28.7037,41.0407,289.6,0.0,222.9
2554,28.7067,41.0407,260.0,0.0,208.1
2555,28.7096,41.0407,256.3,0.0,202.4
2556,28.7126,41.0408,269.1,0.0,193.6
2557,28.7156,41.0408,285.7,0.0,182.5
2558,28.7185,41.0408,292.9,0.0,178.9
2559,28.7215,41.0409,272.5,0.0,177.2
2560,28.7245,41.0409,311.0,0.0,171.4
2561,28.7275,41.0409,283.7,0.0,154.5
2562,28.7304,41.0410,278.0,0.0,122.3
2563,28.7334,41.0410,298.9,0.0,82.5
2564,28.7542,41.0412,603.4,0.0,7.5
2565,28.7572,41.0413,543.2,0.0,22.2
2566,28.7602,41.0413,544.9,0.0,15.0
2567,28.7631,41.0413,647.3,0.0,5.4
2568,28.7661,41.0414,665.1,0.0,12.3
2569,28.7691,41.0414,572.0,0.0,16.7
2570,28.7721,41.0414,418.5,0.0,13.5
2571,28.7750,41.0415,658.9,0.0,4.6
2572,28.7780,41.0415,532.5,0.0,19.5
2573,28.7810,41.0415,375.1,0.0,30.0
2574,28.7839,41.0415,329.6,0.0,32.6
2575,28.7869,41.0416,288.7,0.0,59.9
2576,28.7899,41.0416,294.2,0.0,86.6
2577,28.7929,41.0416,303.1,0.0,82.8
2578,28.7958,41.0417,298.1,0.0,51.9
2579,28.7988,41.0417,301.8,0.0,30.0
2580,28.8018,41.0417,450.1,0.0,19.5
2581,28.8048,41.0418,614.3,0.0,12.7
2582,28.8077,41.0418,612.5,0.0,8.6
2583,28.8107,41.0418,503.5,0.0,11.5
2584,28.8137,41.0419,429.6,0.0,12.1
2585,28.8166,41.0419,370.7,0.0,18.0
2586,28.8196,41.0419,305.8,0.0,44.7
2587,28.8226,41.0420,345.1,0.0,61.9
2588,28.8256,41.0420,282.2,0.0,89.9
2589,28.8285,41.0420,329.0,0.0,119.1
2590,28.8315,41.0420,303.5,0.0,113.3
2591,28.8345,41.0421,292.9,0.0,99.0
2592,28.8375,41.0421,285.0,0.0,60.8
2593,28.8404,41.0421,378.5,0.0,30.0
2594,28.8434,41.0422,312.3,0.0,33.5
2595,28.8464,41.0422,360.9,0.0,30.0
2596,28.8493,41.0422,449.5,0.0,18.5
2597,28.8523,41.0423,367.2,0.0,36.3
2598,28.8553,41.0423,332.8,0.0,72.9
2599,28.8583,41.0423,325.9,0.0,99.9
2600,28.8612,41.0423,342.8,0.0,97.7
2601,28.8642,41.0424,294.6,0.0,77.1
2602,28.8672,41.0424,302.8,0.0,58.3
2603,28.8701,41.0424,326.0,0.0,30.0
2604,28.8731,41.0425,316.3,0.0,34.3
2605,28.8761,41.0425,317.6,0.0,51.4
2606,28.8791,41.0425,323.4,0.0,80.1
2607,28.8820,41.0425,307.0,0.0,99.1
2608,28.8850,41.0426,335.9,0.0,65.3
2609,28.8880,41.0426,312.3,0.0,74.4
2610,28.8910,41.0426,317.4,0.0,85.5
2611,28.8939,41.0427,336.2,0.0,50.9
2612,28.8969,41.0427,320.4,0.0,42.8
2613,28.8999,41.0427,302.7,0.0,63.1
2614,28.9029,41.0427,308.7,0.0,64.5
2615,28.9058,41.0428,306.4,0.0,48.3
2616,28.9088,41.0428,330.6,0.0,46.7
2617,28.9118,41.0428,293.3,0.0,56.1
2618,28.9147,41.0429,306.3,0.0,45.7
2619,28.9177,41.0429,398.5,0.0,21.0
2620,28.9207,41.0429,390.4,0.0,21.0
